Time(ms),MotorID,Angle(deg),angle_smooth,delta_motor,cycle,L_cm,L_rel_cm,θ_total,∠ABC_smooth,∠BCD_smooth
131773,6,-148.66,-147.498,-1.7580000000000098,3,-2.574325740106596,-4.138769068424233,66.6171101976877,43.663785245132495,22.953324952555203
131884,6,-146.29,-147.974,-0.4759999999999991,3,-2.582633507346089,-4.147076835663726,69.09481498484288,44.986586022416816,24.10822896242607
155758,6,82.73,89.654,-1.0900000000000034,4,1.5647574875829962,0.0,25.814890325243322,21.303872704381742,4.51101762086158
155870,6,78.42,86.578,-3.0759999999999934,4,1.5110711597916506,-0.05368632779134552,25.954995356399884,21.787093378140987,4.1679019782588975
155981,6,74.29,82.676,-3.902000000000001,4,1.442968412378832,-0.12178907520416415,25.782889452472684,21.64891547547751,4.133973976995176
156094,6,70.15,78.50800000000001,-4.167999999999992,4,1.3702230891557083,-0.1945343984272878,25.67555090562274,21.52973794171735,4.14581296390539
156205,6,66.02,74.322,-4.186000000000007,4,1.2971636066672256,-0.2675938809157705,25.694671731820193,21.581297971199533,4.11337376062066
156318,6,61.8,70.136,-4.186000000000007,4,1.224104124178743,-0.34065336340425323,25.987417587959833,21.82895853666801,4.158459051291821
156429,6,57.67,65.98599999999999,-4.150000000000006,4,1.151672960220978,-0.41308452736201806,26.20389922924161,22.014149984292292,4.189749244949318
156541,6,53.8,61.888,-4.097999999999992,4,1.0801493674742506,-0.48460812010874554,25.971821162433834,21.98471739115996,3.987103771273872
156652,6,49.67,57.791999999999994,-4.096000000000004,4,1.008660681312563,-0.5560968062704332,26.12556136354071,21.98423970367371,4.141321659867002
156764,6,45.63,53.714,-4.077999999999996,4,0.9374861544162342,-0.627271333166762,26.269435731582785,22.285679487768668,3.983756243814116
156874,6,41.67,49.688,-4.025999999999996,4,0.8672191987309426,-0.6975382888520536,26.19049810592333,22.12639073603443,4.064107369888899
156985,6,37.63,45.68,-4.008000000000003,4,0.7972664023110098,-0.7674910852719864,26.113738944125743,21.858006019986405,4.255732924139336
157097,6,33.67,41.65400000000001,-4.025999999999989,4,0.7269994466257182,-0.8377580409572779,26.035501390053625,21.805057955967367,4.230443434086259
157208,6,29.63,37.646,-4.00800000000001,4,0.6570466502057853,-0.9077108373772108,26.198769098306308,22.120999067291905,4.077770031014401
157318,6,25.76,33.672000000000004,-3.9739999999999966,4,0.5876872657315307,-0.9770702218514654,26.324586314911716,22.33532113961741,3.989265175294308
157430,6,21.8,29.698,-3.9740000000000038,4,0.518327881257276,-1.0464296063257201,26.489448003354703,22.211639110280597,4.277808893074104
157541,6,17.85,25.742,-3.9559999999999995,4,0.4492826560483803,-1.115474831534616,26.26042498833644,22.18709185191277,4.073333136423672
157653,6,13.8,21.768,-3.974,4,0.37992327157412564,-1.1848342160088705,26.243914528927437,22.108330219890657,4.135584309036779
157764,6,9.85,17.812,-3.9559999999999995,4,0.31087804636523,-1.2538794412177663,26.437737756667275,22.061820447306783,4.37591730936049
157875,6,5.71,13.802000000000001,-4.01,4,0.2408903433602574,-1.3238671442227388,26.398716759487904,21.983316331533484,4.41540042795442
157987,6,1.93,9.828000000000001,-3.974,4,0.17153095888600273,-1.3932265286969934,26.425490189171736,21.97552899710254,4.449961192069196
158098,6,-2.02,5.854,-3.974000000000001,4,0.10217157441174805,-1.4625859131712482,26.375600695125705,22.028068283050303,4.347532412075402
