Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2,Frame,∠ABC,∠BCD,∠ABC_smooth,∠BCD_smooth
174558,2,Flex,<<,-716,-70.42,374,300,583,5045,75.3091178466892,44.5300428144113,75.00937828345108,44.41610674350343
174668,2,Flex,<<,-652,-64.79,374,299,583,5048,75.0560863809212,44.78307428017928,75.51191798882898,44.41662187927884
174777,2,Flex,<<,-588,-59.16,374,299,570,5051,76.79847432611834,43.97504361141986,76.59024169985426,44.14778453250641
174888,2,Flex,<<,-524,-53.54,373,300,567,5054,77.14088126748155,44.70656565637054,76.90591265667899,44.78362365094629
174998,2,Flex,<<,-460,-47.91,372,299,562,5058,75.78806764453816,46.50962897377343,76.2786385620508,45.98386948776617
175109,2,Flex,<<,-396,-42.29,375,300,555,5061,76.01934031315497,46.49455853097203,75.99306259618797,46.604584981105134
175219,2,Flex,<<,-332,-36.75,374,298,545,5064,75.83180640311032,47.259101241813966,75.16211648164978,47.731532144230684
175329,2,Flex,<<,-268,-31.03,374,298,546,5068,73.5884403575634,48.27317113336167,73.6512642564169,48.18688476698741
175440,2,Flex,<<,-204,-25.41,375,301,548,5071,72.5198452194133,48.21017721616079,72.30694308283378,48.458564354032475
175550,2,Flex,<<,-140,-19.78,374,298,547,5074,71.67585261583714,48.72082968049526,71.38291318886688,48.79070305007731
175661,2,Flex,<<,-76,-14.24,374,298,547,5078,69.90969564076302,48.765108744643044,70.59499510994638,48.573915184385264
175771,2,Flex,<<,-12,-8.53,373,299,546,5081,70.07823905349929,48.28116537352901,69.50977674417429,48.31539307255196
175880,2,Flex,<<,52,-2.9,375,300,547,5084,67.42698047824943,48.20682910867538,67.90875543272833,47.962499873751646
175991,2,Flex,<<,116,2.73,374,298,550,5087,66.474784802845,47.58926010496711,66.64070519175355,47.281986468138484
176101,2,Flex,<<,180,8.44,374,299,546,5091,64.45005021090127,46.599891049916664,64.92860361066141,46.31147681426923
176210,2,Flex,<<,244,13.98,374,299,547,5094,62.85948076430344,45.4567430965559,62.681746967302416,45.5031859086489
176320,2,Flex,<<,308,19.43,374,299,545,5097,59.50056128135664,44.580428968136886,60.29555390933935,44.4436368070794
176430,2,Flex,<<,372,25.14,374,299,547,5101,58.28167987438724,43.13385135714867,58.33692679879502,43.165815635622046
176539,2,Flex,<<,436,30.77,374,300,548,5104,56.809729732307474,42.868243923552114,56.94724827519899,42.736011341099285
176649,2,Flex,<<,500,36.4,374,299,546,5107,55.75238118002012,41.67113586808131,55.75938259249769,42.119239673538445
176759,2,Flex,<<,564,42.02,374,299,547,5111,53.43900707058036,41.64065602349203,53.85251945835226,41.526219647865155
176868,2,Flex,<<,628,47.56,373,299,548,5114,52.7581591154578,40.93737017070461,52.24576392674527,41.09843223886399
176978,2,Flex,<<,692,53.27,375,299,547,5117,50.82350872014126,40.32977567789999,51.052263961689754,40.32469191847112
177088,2,Flex,<<,756,58.9,376,300,548,5120,49.52690252828813,40.12837958842465,50.06405565367906,39.75250297269311
177197,2,Flex,<<,820,64.53,375,300,548,5124,48.83868862024667,39.296379205522214,48.98302178491308,39.194975513226666
177307,2,Flex,<<,884,70.15,373,298,545,5127,48.607619260359996,38.141535502048185,48.431699816455776,38.420451420690355
177417,2,Flex,<<,948,75.69,375,301,546,5130,47.60516834783715,37.24274994995659,47.78063800586689,37.35689052493892
177527,2,Flex,<<,1012,81.41,373,300,547,5134,46.037853493301355,36.131198910387695,46.19058135885337,36.65826328892627
177636,2,Flex,<<,1076,86.95,376,300,547,5137,45.410537814642026,36.37165931819149,45.14855627831868,36.10871133702135
177746,2,Flex,<<,1140,92.57,375,299,545,5140,43.96601896267558,35.59353515241892,44.41571500989103,35.434934010850995
179122,5,Extend,>>,205,18.02,377,301,551,5181,37.867391230641175,29.422315747517644,37.913850240437654,29.316604117477617
179232,5,Extend,>>,161,18.02,375,299,549,5185,37.532466161449264,29.419915522161375,37.48479076934012,29.52985714289092
179342,5,Extend,>>,117,15.47,375,300,547,5188,37.06373509727317,30.120278247996822,37.05348445187221,29.92609565933828
179453,5,Extend,>>,73,11.69,374,299,546,5191,37.40028735490006,29.7506331861498,37.162274771622386,29.793032546677843
179565,5,Extend,>>,29,7.91,376,300,548,5195,37.71997622480902,29.232405458801622,37.64286056604445,29.342948263550035
179676,5,Extend,>>,-15,4.22,377,300,548,5198,38.04917269356136,28.90320899004928,37.75115531395531,29.246043762008007
179786,5,Extend,>>,-59,0.26,375,299,547,5201,37.573861925395846,29.27525427725257,37.55754802343361,29.321972818137077
179898,5,Extend,>>,-103,-3.69,374,299,550,5205,37.573861925395846,29.27525427725257,37.50116975701201,29.365917011053007
180010,5,Extend,>>,-147,-7.56,375,300,549,5208,37.43018246885299,29.27525427725257,37.54772992327633,29.057245149988134
180122,5,Extend,>>,-191,-11.52,374,299,546,5211,37.905192802046855,28.57187811339827,37.80935143616368,28.844722805760526
180233,5,Extend,>>,-235,-15.38,375,298,547,5215,37.905192802046855,28.57187811339827,37.99680267120523,28.8173467193147
180343,5,Extend,>>,-279,-19.08,374,299,549,5218,37.573861925395846,29.27525427725257,37.88983485888673,28.775058025868272
180454,5,Extend,>>,-323,-22.95,374,299,549,5221,37.905192802046855,28.57427833875454,37.590674174373305,29.01221881448221
180565,5,Extend,>>,-367,-26.81,374,299,546,5225,37.944278375797865,28.761158370307697,37.88111155485081,28.881577036136513
180676,5,Extend,>>,-411,-30.59,374,300,542,5228,37.76016260337795,28.61045966596521,37.804978777724386,28.755769786557448
180788,5,Extend,>>,-455,-34.55,375,299,545,5231,37.944278375797865,28.761158370307697,37.53218685188336,28.846670186598164
180900,5,Extend,>>,-499,-38.51,375,299,540,5235,37.60946389903546,28.761158370307697,37.721928169357945,28.718009066840303
181012,5,Extend,>>,-543,-42.29,374,298,540,5238,37.60946389903546,28.761158370307697,37.590153434289746,28.884992959938565
181123,5,Extend,>>,-587,-46.07,374,299,536,5241,37.09358762482023,29.315968687804855,37.282655202784895,28.93767377364064
181235,5,Extend,>>,-631,-50.02,373,298,529,5245,37.941573436257045,28.80352571980896,37.441987427705655,28.872549836233695
181347,5,Extend,>>,-675,-53.8,373,296,523,5248,37.60846219233568,28.801094120289434,37.476717586711075,28.942996194654608
181458,5,Extend,>>,-719,-57.58,371,299,520,5252,37.42705135945661,28.9825049531685,37.23961978772607,29.19887894950999
181569,5,Extend,>>,-763,-61.45,372,298,516,5255,37.09565273144972,28.9825049531685,37.37839613139218,29.05019258867884
181680,5,Extend,>>,-807,-65.23,373,298,508,5258,37.60846219233568,28.801094120289434,37.6184036657865,28.791832463654195
181791,5,Extend,>>,-851,-69.19,371,297,500,5261,37.45993166436293,28.801094120289434,37.77507582089156,28.683203081186647
181902,5,Extend,>>,-895,-73.05,373,298,491,5265,37.60846219233568,29.168308188493995,37.816118388743675,28.739675823942125
182013,5,Extend,>>,-939,-76.84,372,298,478,5268,37.60846219233568,29.17310803597485,37.77091172350794,28.907683602359292
182124,5,Extend,>>,-983,-80.7,373,299,464,5271,37.94266912405746,28.464486963211357,37.699738426380414,28.724639148181062
182236,5,Extend,>>,-1027,-84.48,371,298,453,5275,37.277063564328785,29.17310803597485,37.30861538707519,29.01579466224895
182347,5,Extend,>>,-1071,-88.26,372,299,438,5278,37.60846219233568,28.798693894933166,37.42089759938161,28.998183616042486
182459,5,Extend,>>,-1115,-92.22,369,298,428,5282,37.60846219233568,29.17310803597485,37.7082143726452,28.904878665505635
182570,5,Extend,>>,-1159,-96.09,371,297,416,5285,37.94266912405746,28.464486963211357,37.97942491345103,28.534957643293097
182681,5,Extend,>>,-1203,-99.96,372,299,407,5288,38.120597972784594,28.28895833984052,37.92445709226506,28.491740011459537
182791,5,Extend,>>,-1247,-103.74,371,296,395,5291,37.60846219233568,29.17310803597485,37.83936605539098,28.641482144228405
182901,5,Extend,>>,-1291,-107.43,372,298,389,5295,37.45993166436293,28.801094120289434,37.609125938200265,28.692249484845306
183012,5,Extend,>>,-1335,-111.3,370,296,386,5298,37.60846219233568,28.801094120289434,37.434310570618806,28.82700231100754
183124,5,Extend,>>,-1379,-115.25,370,297,383,5301,36.94558555361826,28.9825049531685,37.28058248437814,28.841413188513656
183234,5,Extend,>>,-1423,-119.03,370,295,379,5305,36.94558555361826,28.980104727812233,37.17771706238711,28.910952336316036
183346,5,Extend,>>,-1467,-122.99,371,294,373,5308,37.09565273144972,28.9825049531685,37.36101609866579,28.89216494180843
183458,5,Extend,>>,-1511,-126.77,370,293,369,5312,37.94266912405746,28.466887188567625,37.63386749092865,28.65168501245939
183569,5,Extend,>>,-1555,-130.55,369,291,367,5315,38.120597972784594,28.28895833984052,37.827518658630716,28.497717498034145
183681,5,Extend,>>,-1599,-134.33,370,292,365,5318,37.78777553044753,28.62178078217758,37.72890814697689,28.628586923378464
183792,5,Extend,>>,-1643,-138.2,369,290,360,5322,37.94266912405746,28.094841901364333,37.507025701367176,28.597616580624972
183903,5,Extend,>>,-1687,-141.89,368,288,362,5325,36.975179625969275,28.429048833086142,37.23443302938277,28.472412091381962
184014,5,Extend,>>,-1731,-145.76,369,285,360,5328,36.975179625969275,28.429048833086142,37.0219136563648,28.519847996122337
184126,5,Extend,>>,-1775,-149.54,370,282,360,5332,37.126996386497325,28.05700354588285,36.87528551994666,28.44961061581258
184237,5,Extend,>>,-1819,-153.49,366,280,364,5335,36.94558555361826,27.871200310557356,37.122158277933664,27.761589227665425
184349,5,Extend,>>,-1863,-157.27,367,279,364,5338,36.305946327843884,27.494449274557923,36.926038330521344,27.62813333987139
184460,5,Extend,>>,-1907,-161.05,367,277,362,5342,36.79376879309021,27.494449274557923,36.828377900668855,27.25927189294449
184571,5,Extend,>>,-1951,-164.75,364,276,364,5345,37.12936323783592,26.415265882473932,36.8607106755542,26.670023097690503
184683,5,Extend,>>,-1995,-168.53,364,275,363,5348,37.126996386497325,25.809500037691464,36.58946629238398,26.24679953705553
184793,5,Extend,>>,-2039,-172.31,363,275,363,5352,36.134258401517314,25.492221901286456,36.00477857973389,25.264753877303153
184905,5,Extend,>>,-2083,-176.18,363,273,362,5355,34.95780124976798,24.476411228430436,35.45564163290054,24.217516253318664
185017,5,Extend,>>,-2127,-180.13,363,273,363,5358,35.24483199290182,23.23229162206937,34.593262520515665,23.33760433107072
185129,5,Extend,>>,-2171,-183.82,360,270,360,5362,33.938131238120576,21.885948152023644,33.78650567515837,21.860359393574324
185241,5,Extend,>>,-2215,-187.6,362,273,360,5365,32.45899532986067,21.551475021826604,33.15657528906243,20.71956411916716
185352,5,Extend,>>,-2259,-191.38,358,271,359,5368,32.31385706341317,19.45243229503447,32.00971208863349,19.649555664976546
185463,5,Extend,>>,-2303,-195.08,360,271,359,5372,29.943613501340508,17.382695681008983,30.167001701397734,17.27752712442802
185575,5,Extend,>>,-2347,-199.03,359,274,361,5375,28.448413540745776,15.452971370390458,28.48688795213945,15.323984995620721
185687,5,Extend,>>,-2391,-202.9,358,271,359,5378,26.783855599825472,14.26628832064165,26.468368105534772,13.710783510412414
185798,5,Extend,>>,-2435,-206.68,353,268,360,5382,23.950809306704826,11.004608791703845,23.97356246991589,11.29656836002152
185908,5,Extend,<<,-2435,-210.55,356,271,361,5385,23.059015200187474,8.795962200839227,22.891608518475316,8.953100268911669
186020,5,Extend,<<,-2391,-211.6,355,269,362,5388,21.53472646412044,6.510458177705402,21.369931319475143,6.935792270440173
186131,5,Extend,<<,-2347,-210.55,359,273,366,5392,19.483447253169032,4.299054081663542,19.13984935284929,4.57610653110612
186243,5,Extend,<<,-2303,-207.38,363,275,367,5395,16.233498170144514,3.111319408964988,17.033555435927283,3.235692721760084
186354,5,Extend,<<,-2259,-203.69,366,277,367,5398,14.90303576069897,1.6442743626936647,14.913465677820492,1.3738303072921658
186465,5,Extend,<<,-2215,-199.74,367,276,368,5402,13.959425218082544,-0.646497001539899,13.73395136484482,-0.8979258363437734
186577,5,Extend,<<,-2171,-196.04,369,276,368,5405,12.74892654582598,-1.671246882777126,12.857997547266077,-1.765867482380803
186688,5,Extend,<<,-2127,-192.35,370,277,367,5408,11.891856024343923,-2.870501870188349,12.2927095941893,-3.1096303368562817
186798,5,Extend,<<,-2083,-188.48,371,277,364,5412,10.14263592872706,-4.997654370067778,10.117800066911645,-4.77678807309832
186909,5,Extend,<<,-2039,-184.44,371,278,362,5415,8.13010235415598,-5.5872969468274505,8.305979650133748,-5.841359856478887
187021,5,Extend,<<,-1995,-180.57,373,279,360,5418,7.898535841585243,-7.013210362721338,7.7719667522060805,-6.913556864911369
187133,5,Extend,<<,-1951,-176.7,372,280,360,5422,6.406771828737277,-8.331800852448907,6.0103317406539505,-8.329649491445412
187244,5,Extend,<<,-1907,-172.92,373,280,359,5425,3.5973832241392927,-8.741313704849318,4.1853251327526815,-9.155073797299877
187357,5,Extend,<<,-1863,-168.97,374,281,357,5428,2.91083782616775,-9.893610865691358,3.0698886536972183,-10.502564611017352
187469,5,Extend,<<,-1819,-165.19,373,281,358,5432,1.9713590574010595,-11.974977031117675,2.0381156754463206,-11.949329890493814
187581,5,Extend,<<,-1775,-161.32,374,282,359,5435,1.4302605112302444,-12.06011924675235,1.546994411947321,-12.506196026889057
187694,5,Extend,<<,-1731,-157.36,373,282,357,5439,0.7275541760198223,-13.19705886981913,0.9500302246222141,-13.193599797734151
187805,5,Extend,<<,-1687,-153.49,372,283,358,5442,0.8586749472196402,-13.577877436109304,0.6117842138323634,-13.71953261410571
187916,5,Extend,<<,-1643,-149.63,374,281,356,5445,0.5838747194769383,-14.965847826746113,0.445145673834756,-14.668054482261518
188028,5,Extend,<<,-1599,-145.76,373,283,357,5449,-0.2263611178804581,-15.699128821982612,-0.3844631777575829,-15.655565512777615
188139,5,Extend,<<,-1555,-141.89,373,284,357,5452,-1.2175756911667293,-15.839616693734428,-0.9632941912024602,-16.106638856986326
188251,5,Extend,<<,-1511,-138.02,375,283,356,5455,-1.5821112419924077,-16.734243261230972,-1.9879907821350657,-16.71213361180537
188363,5,Extend,<<,-1467,-134.07,374,283,358,5459,-4.263139566268052,-17.087198574736192,-4.302261619015369,-17.18273658408043
188476,5,Extend,<<,-1423,-130.29,376,287,360,5462,-5.2364052808334804,-17.399083496579635,-5.127527111973851,-17.638424889156077
188586,5,Extend,<<,-1379,-126.42,375,284,362,5465,-5.906141113770502,-18.216798962414003,-6.06473055335664,-18.063767386503102
188698,5,Extend,<<,-1335,-122.64,375,284,363,5469,-6.7707965680873485,-18.612693454883583,-7.1926918893252,-18.351585739226074
188829,5,Extend,<<,-1291,-118.33,377,285,368,5473,-8.03481881138893,-19.313222505789327,-8.182064833757385,-19.07516554457678
188941,5,Extend,<<,-1247,-114.81,376,286,373,5476,-8.98980160824081,-19.86750993060403,-8.511059635823447,-20.04868329016061
189051,5,Extend,<<,-1203,-111.03,377,285,373,5479,-8.344066664488963,-20.946513953067154,-8.918917877347372,-20.563099323907217
189163,5,Extend,<<,-1159,-107.16,375,285,380,5483,-9.421801861518588,-20.68155603637649,-9.719149518383865,-20.528086329594288
189274,5,Extend,<<,-1115,-103.3,375,284,385,5486,-10.89479061348976,-20.283204806126975,-10.103401933575796,-20.838318722775867
189386,5,Extend,<<,-1071,-99.43,375,285,395,5489,-10.728073709628944,-21.413058049700624,-10.73530203343881,-21.250667106865887
189498,5,Extend,<<,-1027,-95.56,374,285,402,5493,-11.148671387439805,-22.185426716326674,-11.216507668501933,-21.853921272093082
189609,5,Extend,<<,-983,-91.78,376,287,411,5496,-11.509310109953702,-22.194206076958892,-11.34761906663396,-22.182922996085995
189721,5,Extend,<<,-939,-87.74,374,285,416,5499,-11.509310109953702,-22.194206076958892,-11.462136361489275,-22.367666366367786
189833,5,Extend,<<,-895,-83.96,375,286,420,5503,-11.533551895283239,-22.54272654968983,-11.625784237542103,-22.481931079053147
189944,5,Extend,<<,-851,-80.09,375,285,423,5506,-12.37393249476142,-22.147817490450734,-12.227443321692048,-22.010647442443783
190055,5,Extend,<<,-807,-76.22,376,287,426,5509,-12.045796300739198,-21.77953013241057,-12.346393766665575,-22.029923120974658
190167,5,Extend,<<,-763,-72.35,375,288,441,5513,-12.197181709181194,-21.832863029257737,-12.122872200057857,-21.92640143086379
190278,5,Extend,<<,-719,-68.4,376,288,449,5516,-12.02114908326746,-21.51745546041397,-11.961091168982827,-21.509260419249273
190389,5,Extend,<<,-675,-64.44,376,287,453,5519,-10.969767583902552,-21.583316456352208,-11.08781742768965,-21.80039227908935
190501,5,Extend,<<,-631,-60.66,375,287,456,5523,-11.148671387439805,-20.69696769936641,-10.484660326678512,-21.398082537923038
190613,5,Extend,<<,-587,-56.88,375,286,457,5526,-10.756140864337624,-20.967819132009822,-10.248243351699108,-21.17769237666958
190724,5,Extend,<<,-543,-53.01,376,287,458,5529,-9.526016107088708,-21.003486060392788,-9.699594700202155,-20.791392189431285
190835,5,Extend,<<,-499,-49.05,376,288,464,5533,-8.79122162797674,-20.193861855914975,-8.90060590030706,-19.851975029969115
190948,5,Extend,<<,-455,-45.1,374,286,468,5536,-8.310277167524191,-19.417065986146184,-8.283258903293948,-19.363032046713563
191060,5,Extend,<<,-411,-41.23,376,286,472,5540,-8.01387506880883,-18.199323491056475,-7.690778144223268,-18.592543369477347
191172,5,Extend,<<,-367,-37.45,376,287,475,5543,-6.986127664473486,-17.756896621227583,-7.069837560593243,-17.890831548959987
191283,5,Extend,<<,-323,-33.58,378,287,484,5546,-5.7134430303024715,-17.422793814794233,-5.974360393061703,-17.464961737456786
191393,5,Extend,<<,-279,-29.63,375,285,494,5550,-5.0101755575173,-16.667064767380793,-5.232868958440314,-16.65039549439929
191504,5,Extend,<<,-235,-25.85,377,287,492,5553,-4.635463426902646,-16.217146182844004,-4.805176933158135,-15.967493324755432
191614,5,Extend,<<,-191,-21.89,376,288,492,5556,-4.92076119223313,-14.710635587974252,-4.371705044552151,-15.322491813587703
191725,5,Extend,<<,-147,-18.02,376,288,490,5560,-3.8225442768765845,-14.840141704234327,-3.5031791077916843,-14.692189491475016
191835,5,Extend,<<,-103,-14.24,376,286,487,5563,-2.6422737706754447,-13.384064395647385,-2.7791917030824917,-13.885632654877975
191945,5,Extend,<<,-59,-10.37,376,288,490,5566,-2.2009068233699907,-13.164153187925763,-1.5885924729591856,-12.819793520667792
192056,5,Extend,<<,-15,-6.42,375,288,486,5569,0.08625212155234863,-12.30679803159751,-0.5569400403495269,-12.055701527059256
192168,5,Extend,<<,29,-2.55,376,287,484,5573,0.13495911057108856,-11.18239563570242,0.1635567204749299,-10.91438472219484
192279,5,Extend,<<,73,1.32,376,289,481,5576,1.3277079068648163,-9.766679395772684,1.4307232715628944,-9.924431563437269
192390,5,Extend,<<,117,5.1,376,289,483,5579,2.8046788404185747,-9.459103886425169,2.7526550114174215,-9.104774806562578
192503,5,Extend,<<,161,8.97,375,288,482,5583,3.578416550533973,-7.493792492065154,3.6840725346938816,-7.858321739836207
192615,5,Extend,<<,205,12.84,375,288,482,5586,4.407258751091348,-7.679413706944672,4.487018451896143,-7.336923206355129
194993,2,Flex,>>,1140,100.22,378,291,477,5658,20.033590587218214,7.786251328444109,20.07373324446373,7.913815684404167
195105,2,Flex,>>,1076,100.22,374,287,474,5661,19.976820198808866,8.269946847762498,19.9089154376195,8.130450938483751
195217,2,Flex,>>,1012,96.44,372,287,471,5664,19.690054619029496,7.912662109573745,19.769140090047472,8.237795135978853
195328,2,Flex,>>,948,90.99,373,287,473,5668,19.637293846960688,8.739390718057848,19.706865732531732,8.528132861339525
195439,2,Flex,>>,884,85.36,374,287,473,5671,20.117703682886827,8.384998198656433,19.854597786102904,8.263724924023888
195550,2,Flex,>>,820,79.65,373,287,472,5674,20.38385108557293,7.710314367930579,20.12746365710974,8.107076398912962
195662,2,Flex,>>,756,74.2,373,287,469,5678,19.85392418259363,8.240241270909905,19.977239195943856,8.370874342364129
195774,2,Flex,>>,692,68.57,374,287,470,5681,19.85392418259363,7.893850258860169,19.739790240068583,8.11151683643348
195884,2,Flex,>>,628,62.95,376,288,471,5684,19.528676810391346,8.565488643112161,19.348540310879656,8.532022714916879
195996,2,Flex,>>,564,57.32,374,287,470,5688,19.528676810391346,8.219097631062454,19.475426364100606,8.502773375269774
196108,2,Flex,>>,500,51.69,374,288,470,5691,20.009681186170155,8.360879997620032,19.830338652570887,8.295246203357156
196219,2,Flex,>>,436,45.98,373,286,468,5694,19.862655036202483,8.099677511394646,19.95860825507254,8.198729466379362
196330,2,Flex,>>,372,40.53,373,287,468,5698,20.06848228873693,7.737703905660169,20.082795949515315,7.901913142483429
196442,2,Flex,>>,308,34.9,374,287,468,5701,20.344348725023536,8.240241270909905,19.9819408539833,8.421442591764574
196554,2,Flex,>>,244,29.19,372,288,469,5704,19.528676810391346,8.565488643112161,19.684654971756952,8.541962844542805
196666,2,Flex,>>,180,23.65,375,288,469,5708,20.22370999831341,8.206417007246074,19.964934905322036,8.167887826838415
196777,2,Flex,>>,116,17.93,373,289,468,5711,20.13031991288028,7.893850258860169,20.043511831133532,7.947736614329477
196888,2,Flex,>>,52,12.4,374,286,469,5714,19.85392418259363,7.893850258860169,19.69500093966052,8.244006495691913
196999,2,Flex,>>,-12,6.77,373,287,471,5718,19.528676810391346,8.913740942399102,19.566227170289242,8.731484411868276
197111,2,Flex,>>,-76,0.97,372,286,468,5721,19.528676810391346,8.913740942399102,19.547959461645263,8.590371551510465
197223,2,Flex,>>,-140,-4.57,372,288,472,5724,19.85392418259363,7.893850258860169,19.554114380516587,8.516524567320118
197334,2,Flex,>>,-204,-10.11,373,287,475,5728,19.743234916534675,8.565488643112161,19.707049713140915,8.693077154473322
197447,2,Flex,>>,-268,-15.82,373,287,477,5731,19.743234916534675,8.913740942399102,19.85612501307331,8.974526202499533
197559,2,Flex,>>,-332,-21.36,374,288,482,5735,19.528676810391346,8.565488643112161,19.761017848385308,8.869083178871335
197669,2,Flex,>>,-396,-27.08,372,287,498,5738,19.205757156634974,9.387557744016505,19.43318686012416,8.931961863066494
197780,2,Flex,>>,-460,-32.7,371,287,520,5741,19.321740357549743,9.271574543101735,19.366251872410054,9.048335096928657
197891,2,Flex,>>,-524,-38.33,374,287,539,5744,19.805072540677997,8.565488643112161,19.75860713050473,8.69437330283721
198002,2,Flex,>>,-588,-43.87,372,286,557,5748,19.743234916534675,8.913740942399102,19.91978675123436,8.69212476218918
198113,2,Flex,>>,-652,-49.49,372,286,567,5751,19.743234916534675,8.913740942399102,19.567477847952702,8.995816936888216
198222,2,Flex,>>,-716,-55.12,373,287,573,5754,20.547844096563978,8.036745899369492,19.999443275438132,8.486039679119626
198334,2,Flex,>>,-780,-60.92,371,287,592,5758,19.528676810391346,8.565488643112161,20.17660439570286,8.34219931566541
198445,2,Flex,>>,-844,-66.46,373,287,600,5761,19.743234916534675,8.913740942399102,19.90726749046544,8.589575670215366
198556,2,Flex,>>,-908,-72.0,370,284,614,5764,19.794664384488016,8.240241270909905,19.922747692124375,8.413420183081481
198667,2,Flex,>>,-972,-77.63,372,286,603,5768,20.06848228873693,8.392842863977705,19.936479502107463,8.524441590813662
198779,2,Flex,>>,-1036,-83.25,369,287,600,5771,19.743234916534675,8.913740942399102,19.949385762214348,8.522996288486622
198891,2,Flex,>>,-1100,-88.79,370,287,599,5774,20.01910135282128,8.565488643112161,19.896327024680325,8.510913803343648
199002,2,Flex,>>,-1164,-94.42,367,288,597,5778,19.977502435473696,8.405508989589578,19.9536317068474,8.400706305939487
199114,2,Flex,>>,-1228,-100.22,368,286,598,5781,20.144323247945124,8.360296521514101,19.898279481620538,8.55005762127875
199226,2,Flex,>>,-1292,-105.76,366,286,595,5785,20.186864887988605,8.247711176127808,19.863199249330577,8.855728248632726
199338,2,Flex,>>,-1356,-111.38,367,287,612,5788,19.933503954843218,8.360296521514101,19.9088480888905,8.750079572501228
199449,2,Flex,>>,-1420,-117.01,366,286,638,5791,19.864917090087403,8.706467471064911,19.661747143358422,8.89846708743996
199559,2,Flex,>>,-1484,-122.55,367,287,645,5795,19.615225409705488,9.024746016202613,19.858538369067173,8.890780668507313
199669,2,Flex,>>,-1548,-128.09,367,286,661,5798,20.144323247945124,8.706467471064911,20.02688579043442,8.72851018299356
199781,2,Flex,>>,-1612,-133.8,365,286,674,5801,19.65586516024021,8.915519400912075,19.774869658243098,8.840053264247706
199893,2,Flex,>>,-1676,-139.43,367,286,692,5805,19.65586516024021,8.915519400912075,19.72638511412576,8.819382655720592
200004,2,Flex,>>,-1740,-144.97,367,286,702,5808,19.977502435473696,8.247711176127808,19.992137050611035,8.72872347113715
200116,2,Flex,>>,-1804,-150.51,366,287,715,5811,20.256908593331445,8.405508989589578,20.0034297512873,8.76605889632857
200228,2,Flex,>>,-1868,-156.13,367,287,721,5815,19.977502435473696,8.593882125678618,19.968962456244043,8.820922402538532
200340,2,Flex,>>,-1932,-161.58,367,286,730,5818,20.46491978739121,8.733945306494604,20.11440062418751,8.894953444842947
200451,2,Flex,>>,-1996,-167.21,366,286,736,5821,20.46491978739121,8.733945306494604,19.94737423949127,9.118893388739723
200562,2,Flex,>>,-2060,-172.84,364,286,749,5825,19.724452024996054,9.418056766161811,19.616192094101827,9.574393332426485
200675,2,Flex,>>,-2124,-178.2,364,284,747,5828,20.256908593331445,8.941956500554369,19.80582854833022,9.583657472880335
200787,2,Flex,>>,-2188,-183.74,364,286,762,5831,20.04608930022951,9.444671790215267,19.954990556078204,9.679931749801897
200897,2,Flex,>>,-2252,-189.19,366,285,767,5835,20.64679728451975,9.76317927269514,20.386230643544973,9.995009561150896
201009,2,Flex,>>,-2316,-194.55,365,286,771,5838,20.202971141046447,10.491477012331586,20.478168647444555,10.516262724790167
201121,2,Flex,>>,-2380,-200.0,367,287,773,5841,20.86278833604669,11.16551170411455,20.94945043674595,11.317163441259053
201232,2,Flex,>>,-2444,-205.36,368,287,779,5845,22.92253554120245,12.839939289831676,22.99696697401557,12.866563643520955
201346,2,Flex,>>,-2508,-210.64,369,289,785,5848,25.427744672551313,14.346762809272633,25.234646587400917,14.68722892484918
201458,2,Flex,>>,-2572,-215.82,369,291,781,5852,28.32624253498105,16.58733855692742,28.22570116133108,16.76814869991688
201570,2,Flex,>>,-2636,-220.84,372,291,775,5855,30.608630855116616,17.84040292468893,29.91997273888336,17.77190527124143
201681,2,Flex,>>,-2700,-225.85,369,292,788,5858,30.843210698279023,18.23411316244372,31.15071841518256,18.361661719204474
201792,2,Flex,<<,-2700,-230.68,372,295,792,5862,33.851421980484844,19.17543465331559,33.201157700097916,19.285363787977744
201904,2,Flex,<<,-2636,-231.82,375,298,796,5865,34.56025641115525,20.633233542129176,34.75990834639396,20.80861851904415
202016,2,Flex,<<,-2572,-231.56,378,300,799,5868,38.04367444941229,21.879479786331075,36.983725160047904,22.174170368692877
202128,2,Flex,<<,-2508,-226.9,376,299,797,5872,38.35914507820394,22.799849390434986,38.091434165435224,22.989140654584098
202240,2,Flex,<<,-2444,-221.63,378,300,793,5875,37.06752605478269,23.722383617000958,37.28555070024318,23.47694341513372
202352,2,Flex,<<,-2380,-216.35,378,301,787,5878,37.095562322487694,23.663058904410065,37.42190331062583,23.729167344439958
202463,2,Flex,<<,-2316,-211.08,376,299,780,5882,37.81600601225864,24.035072407347627,37.70832731673272,24.119599047406652
202574,2,Flex,<<,-2252,-205.45,378,299,775,5885,37.606130413689726,24.13139485465655,37.322434082309854,24.345385655172763
202685,2,Flex,<<,-2188,-199.91,377,299,771,5888,36.83420643569079,24.533143067602566,36.8961070398026,24.78814446820359
202796,2,Flex,<<,-2124,-194.2,374,299,758,5892,38.33590034391716,25.533708880729165,38.03003996231871,25.94217512082382
202907,2,Flex,<<,-2060,-188.66,373,301,751,5895,40.76084134788147,27.597722535257105,40.78264967928116,27.686873767821567
