Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2,∠ABC_smooth,∠BCD_smooth,θ_total,L_est_cm,theta_from_R(compose),phase_used
175975,1,Flex,<<,2292,196.57,375,300,548,71.97485758324328,48.59000266149704,120.56486024474032,-2.817542196888011,24.717118476750915,Flex
175991,2,Flex,<<,116,2.73,374,298,550,71.79836188946379,48.6391637755127,120.43752566497649,-2.8495222304574983,24.760936395603057,Flex
176005,3,Flex,<<,-932,-89.67,375,298,543,71.79836188946379,48.6391637755127,120.43752566497649,-2.7369247451085883,24.61388590691081,Flex
176086,1,Flex,<<,2331,200.0,375,300,547,71.16646812115775,48.68953038272581,119.85599850388357,-2.8014949771442073,24.695744712059845,Flex
176101,2,Flex,<<,180,8.44,374,299,546,71.16646812115775,48.68953038272581,119.85599850388357,-2.7854096220943627,24.67473163912429,Flex
176115,3,Flex,<<,-866,-83.87,373,298,544,70.97315006343833,48.61705565005396,119.59020571349228,-2.7531245060765532,24.633799295996976,Flex
176196,1,Flex,<<,2370,203.43,376,300,550,70.45769223899751,48.44477375398345,118.90246599298095,-2.8495222304574983,24.760936395603057,Flex
176210,2,Flex,<<,244,13.98,374,299,547,70.04051212126222,48.402963540949656,118.44347566221188,-2.8014949771442073,24.695744712059845,Flex
176225,3,Flex,<<,-800,-78.07,374,298,545,70.04051212126222,48.402963540949656,118.44347566221188,-2.769286131738478,24.654082188076867,Flex
176306,1,Flex,<<,2409,206.95,376,300,549,69.14765915864574,48.11439138612819,117.26205054477393,-2.833551281325775,24.738850010011667,Flex
176320,2,Flex,<<,308,19.43,374,299,545,68.6110659014901,48.011623674952624,116.62268957644272,-2.769286131738478,24.654082188076867,Flex
176335,3,Flex,<<,-734,-72.26,372,298,545,68.6110659014901,48.011623674952624,116.62268957644272,-2.769286131738478,24.654082188076867,Flex
176415,1,Flex,<<,2448,210.46,376,300,549,67.02757819161378,47.48770136479194,114.51527955640572,-2.833551281325775,24.738850010011667,Flex
176430,2,Flex,<<,372,25.14,374,299,547,67.02757819161378,47.48770136479194,114.51527955640572,-2.8014949771442073,24.695744712059845,Flex
176444,3,Flex,<<,-668,-66.55,373,298,545,66.67598974173548,47.25918178465015,113.93517152638563,-2.769286131738478,24.654082188076867,Flex
176525,1,Flex,<<,2487,213.89,378,298,548,65.85745759597751,46.708805868353394,112.5662634643309,-2.817542196888011,24.717118476750915,Flex
176539,2,Flex,<<,436,30.77,374,300,548,65.85745759597751,46.708805868353394,112.5662634643309,-2.817542196888011,24.717118476750915,Flex
176554,3,Flex,<<,-602,-60.75,374,298,546,65.42610578346338,46.50311302709687,111.92921881056026,-2.7854096220943627,24.67473163912429,Flex
176634,1,Flex,<<,2526,217.32,375,300,548,64.42924513743628,45.91261793967658,110.34186307711286,-2.817542196888011,24.717118476750915,Flex
176649,2,Flex,<<,500,36.4,374,299,546,63.63032027029173,45.70273836817129,109.33305863846303,-2.7854096220943627,24.67473163912429,Flex
176663,3,Flex,<<,-536,-54.86,370,297,546,63.63032027029173,45.70273836817129,109.33305863846303,-2.7854096220943627,24.67473163912429,Flex
176744,1,Flex,<<,2565,220.75,377,300,549,61.08577906079518,44.732230711638,105.81800977243319,-2.833551281325775,24.738850010011667,Flex
176759,2,Flex,<<,564,42.02,374,299,547,61.08577906079518,44.732230711638,105.81800977243319,-2.8014949771442073,24.695744712059845,Flex
176773,3,Flex,<<,-470,-48.88,371,297,546,61.08577906079518,44.732230711638,105.81800977243319,-2.7854096220943627,24.67473163912429,Flex
176854,1,Flex,<<,2604,224.18,376,300,548,59.08967114682595,43.732384385219376,102.82205553204533,-2.817542196888011,24.717118476750915,Flex
176868,2,Flex,<<,628,47.56,373,299,548,59.08967114682595,43.732384385219376,102.82205553204533,-2.817542196888011,24.717118476750915,Flex
176883,3,Flex,<<,-404,-43.16,375,298,545,58.59382044122212,43.4415771607216,102.03539760194371,-2.769286131738478,24.654082188076867,Flex
176963,1,Flex,<<,2643,227.6,376,300,550,57.89242065365544,43.06210217455124,100.95452282820668,-2.8495222304574983,24.760936395603057,Flex
176978,2,Flex,<<,692,53.27,375,299,547,57.3123501582975,42.920447450709005,100.2327976090065,-2.8014949771442073,24.695744712059845,Flex
176992,3,Flex,<<,-338,-37.45,373,297,546,57.3123501582975,42.920447450709005,100.2327976090065,-2.7854096220943627,24.67473163912429,Flex
177073,1,Flex,<<,2682,231.03,375,301,548,56.46420646995838,42.64065357252117,99.10486004247954,-2.817542196888011,24.717118476750915,Flex
177088,2,Flex,<<,756,58.9,376,300,548,56.05753461713496,42.436147523599615,98.49368214073458,-2.817542196888011,24.717118476750915,Flex
177102,3,Flex,<<,-272,-31.65,374,300,545,56.05753461713496,42.436147523599615,98.49368214073458,-2.769286131738478,24.654082188076867,Flex
177183,1,Flex,<<,2721,234.46,377,301,548,54.55380058793984,41.812171785767546,96.3659723737074,-2.817542196888011,24.717118476750915,Flex
177197,2,Flex,<<,820,64.53,375,300,548,54.55380058793984,41.812171785767546,96.3659723737074,-2.817542196888011,24.717118476750915,Flex
177212,3,Flex,<<,-206,-25.76,374,299,547,54.00694890871934,41.73907507466055,95.74602398337989,-2.8014949771442073,24.695744712059845,Flex
177292,1,Flex,<<,2760,237.8,376,300,548,53.11234379271167,41.62416759311464,94.7365113858263,-2.817542196888011,24.717118476750915,Flex
177307,2,Flex,<<,884,70.15,373,298,545,53.11234379271167,41.62416759311464,94.7365113858263,-2.769286131738478,24.654082188076867,Flex
177321,3,Flex,<<,-140,-19.96,373,298,546,52.5314332323618,41.44572497191291,93.9771582042747,-2.7854096220943627,24.67473163912429,Flex
177402,1,Flex,<<,2799,241.32,376,302,550,51.70411688896216,40.99975337107817,92.70387026004033,-2.8495222304574983,24.760936395603057,Flex
177417,2,Flex,<<,948,75.69,375,301,546,51.306232464582514,40.658384516140686,91.9646169807232,-2.7854096220943627,24.67473163912429,Flex
177431,3,Flex,<<,-74,-14.15,373,298,546,51.306232464582514,40.658384516140686,91.9646169807232,-2.7854096220943627,24.67473163912429,Flex
177512,1,Flex,<<,2838,244.75,376,300,549,50.45061320040084,39.72731316538006,90.1779263657809,-2.833551281325775,24.738850010011667,Flex
177527,2,Flex,<<,1012,81.41,373,300,547,50.45061320040084,39.72731316538006,90.1779263657809,-2.8014949771442073,24.695744712059845,Flex
177541,3,Flex,<<,-8,-8.35,373,297,546,50.45061320040084,39.72731316538006,90.1779263657809,-2.7854096220943627,24.67473163912429,Flex
177622,1,Flex,<<,2877,248.0,376,300,549,49.59402644079607,39.41937212221316,89.01339856300923,-2.833551281325775,24.738850010011667,Flex
177636,2,Flex,<<,1076,86.95,376,300,547,49.59402644079607,39.41937212221316,89.01339856300923,-2.8014949771442073,24.695744712059845,Flex
177651,3,Flex,<<,58,-2.46,373,297,545,49.32964054364746,39.26157556212148,88.59121610576894,-2.769286131738478,24.654082188076867,Flex
177731,1,Flex,<<,2916,251.6,376,300,548,48.75661598185778,39.11044136283056,87.86705734468833,-2.817542196888011,24.717118476750915,Flex
177746,2,Flex,<<,1140,92.57,375,299,545,48.51330823797574,38.86162068739091,87.37492892536665,-2.769286131738478,24.654082188076867,Flex
177760,3,Flex,<<,124,3.34,371,297,545,48.51330823797574,38.86162068739091,87.37492892536665,-2.769286131738478,24.654082188076867,Flex
179108,4,Extend,>>,1468,129.05,377,301,551,37.97760275738586,30.666210887596748,68.6438136449826,-0.4541196213667753,60.945657917666274,Extend
179122,5,Extend,>>,205,18.02,377,301,551,37.66219813813993,30.527994871403703,68.19019300954363,-0.4541196213667753,60.945657917666274,Extend
179137,6,Extend,>>,1053,92.57,377,301,552,37.66219813813993,30.527994871403703,68.19019300954363,-0.4395820677082254,60.84140625948066,Extend
179217,4,Extend,>>,1423,129.05,376,301,549,37.51116885198088,30.194373706851792,67.70554255883266,-0.4832374112043225,61.15001453129559,Extend
179232,5,Extend,>>,161,18.02,375,299,549,37.51116885198088,30.194373706851792,67.70554255883266,-0.4832374112043225,61.15001453129559,Extend
179246,6,Extend,>>,1005,92.57,375,299,545,37.56808448443954,30.010629442038304,67.57871392647785,-0.5416437209612086,61.542018958539586,Extend
179327,4,Extend,>>,1378,126.33,374,299,549,37.40862700136766,29.814732026697424,67.22335902806509,-0.4832374112043225,61.15001453129559,Extend
179342,5,Extend,>>,117,15.47,375,300,547,37.40862700136766,29.814732026697424,67.22335902806509,-0.5124121110691338,61.34881317710605,Extend
179357,6,Extend,>>,957,89.85,375,298,547,37.37327386552288,29.734129206926564,67.10740307244944,-0.5124121110691338,61.34881317710605,Extend
179438,4,Extend,>>,1333,122.46,375,301,548,37.44273986998617,29.62064020762907,67.06338007761524,-0.49781764738332024,61.25011077961763,Extend
179453,5,Extend,>>,73,11.69,374,299,546,37.58582769809634,29.64452561948086,67.2303533175772,-0.5270208022617631,61.44611735956385,Extend
179469,6,Extend,>>,909,85.71,374,300,548,37.58582769809634,29.64452561948086,67.2303533175772,-0.49781764738332024,61.25011077961763,Extend
179550,4,Extend,>>,1288,118.59,376,301,549,37.663194101685725,29.59513040339791,67.25832450508364,-0.4832374112043225,61.15001453129559,Extend
179565,5,Extend,>>,29,7.91,376,300,548,37.663194101685725,29.59513040339791,67.25832450508364,-0.49781764738332024,61.25011077961763,Extend
179579,6,Extend,>>,861,81.49,375,300,547,37.65298509557927,29.467246575754466,67.12023167133373,-0.5124121110691338,61.34881317710605,Extend
179660,4,Extend,>>,1243,114.73,376,300,549,37.3645172318721,29.53535126401516,66.89986849588726,-0.4832374112043225,61.15001453129559,Extend
179676,5,Extend,>>,-15,4.22,377,300,548,37.3645172318721,29.53535126401516,66.89986849588726,-0.49781764738332024,61.25011077961763,Extend
179691,6,Extend,>>,813,77.27,376,299,545,37.25547359539986,29.58052225858219,66.83599585398206,-0.5416437209612086,61.542018958539586,Extend
179771,4,Extend,>>,1198,110.77,376,299,550,37.11263908464062,29.75730522634885,66.86994431098947,-0.468671402532141,61.04852879208245,Extend
179786,5,Extend,>>,-59,0.26,375,299,547,37.17985952861734,29.79525741598868,66.97511694460601,-0.5124121110691338,61.34881317710605,Extend
179802,6,Extend,>>,765,73.14,374,298,547,37.17985952861734,29.79525741598868,66.97511694460601,-0.5124121110691338,61.34881317710605,Extend
179883,4,Extend,>>,1153,106.73,375,300,549,37.09152665267533,29.896026394446523,66.98755304712185,-0.4832374112043225,61.15001453129559,Extend
179898,5,Extend,>>,-103,-3.69,374,299,550,37.09152665267533,29.896026394446523,66.98755304712185,-0.468671402532141,61.04852879208245,Extend
179913,6,Extend,>>,717,68.92,373,300,549,37.20231825177456,29.78081159420131,66.98312984597587,-0.4832374112043225,61.15001453129559,Extend
179994,4,Extend,>>,1108,102.77,376,300,549,37.30308258541519,29.55877769464675,66.86186028006193,-0.4832374112043225,61.15001453129559,Extend
180010,5,Extend,>>,-147,-7.56,375,300,549,37.40210182285307,29.479410819077813,66.88151264193088,-0.4832374112043225,61.15001453129559,Extend
180025,6,Extend,>>,669,64.88,374,299,548,37.40210182285307,29.479410819077813,66.88151264193088,-0.49781764738332024,61.25011077961763,Extend
180106,4,Extend,>>,1063,98.99,375,299,548,37.53162620040344,29.377152003079047,66.90877820348248,-0.49781764738332024,61.25011077961763,Extend
180122,5,Extend,>>,-191,-11.52,374,299,546,37.58163582011319,29.33779376021121,66.9194295803244,-0.5270208022617631,61.44611735956385,Extend
180138,6,Extend,>>,621,60.57,373,299,549,37.58163582011319,29.33779376021121,66.9194295803244,-0.4832374112043225,61.15001453129559,Extend
180218,4,Extend,>>,1018,94.86,375,299,547,37.67446777766834,29.27796501630924,66.95243279397758,-0.5124121110691338,61.34881317710605,Extend
180233,5,Extend,>>,-235,-15.38,375,298,547,37.67446777766834,29.27796501630924,66.95243279397758,-0.5124121110691338,61.34881317710605,Extend
180248,6,Extend,>>,573,56.62,373,299,545,37.684462781672174,29.28912065003944,66.97358343171162,-0.5416437209612086,61.542018958539586,Extend
180328,4,Extend,>>,973,91.08,375,300,550,37.63418489888175,29.34826844269135,66.98245334157309,-0.468671402532141,61.04852879208245,Extend
180343,5,Extend,>>,-279,-19.08,374,299,549,37.65869490046505,29.279799403813943,66.93849430427899,-0.4832374112043225,61.15001453129559,Extend
180358,6,Extend,>>,525,52.57,373,299,546,37.65869490046505,29.279799403813943,66.93849430427899,-0.5270208022617631,61.44611735956385,Extend
180439,4,Extend,>>,928,87.03,376,299,546,37.59183618822229,29.256008247887703,66.84784443611,-0.5270208022617631,61.44611735956385,Extend
180454,5,Extend,>>,-323,-22.95,374,299,549,37.53543699693423,29.195629501759797,66.73106649869402,-0.4832374112043225,61.15001453129559,Extend
180469,6,Extend,>>,477,48.44,374,298,546,37.53543699693423,29.195629501759797,66.73106649869402,-0.5270208022617631,61.44611735956385,Extend
180550,4,Extend,>>,883,83.16,375,298,546,37.7243999414659,28.98899916172965,66.71339910319554,-0.5270208022617631,61.44611735956385,Extend
180565,5,Extend,>>,-367,-26.81,374,299,546,37.7243999414659,28.98899916172965,66.71339910319554,-0.5270208022617631,61.44611735956385,Extend
180580,6,Extend,>>,429,44.48,373,300,545,37.75444071206126,28.9754958124596,66.72993652452087,-0.5416437209612086,61.542018958539586,Extend
180661,4,Extend,>>,838,79.3,374,300,545,37.87710304908831,28.81385498757742,66.69095803666573,-0.5416437209612086,61.542018958539586,Extend
180676,5,Extend,>>,-411,-30.59,374,300,542,37.87710304908831,28.81385498757742,66.69095803666573,-0.58559784210044,61.821264506242834,Extend
180691,6,Extend,>>,381,40.62,372,299,543,37.92401663145663,28.741283268134445,66.66529989959108,-0.5709322408805471,61.7295969109667,Extend
180772,4,Extend,>>,793,75.16,374,300,543,37.92780621265687,28.67380797875991,66.60161419141679,-0.5709322408805471,61.7295969109667,Extend
180788,5,Extend,>>,-455,-34.55,375,299,545,38.00740315826634,28.56263990519995,66.5700430634663,-0.5416437209612086,61.542018958539586,Extend
180803,6,Extend,>>,333,36.48,373,298,540,38.00740315826634,28.56263990519995,66.5700430634663,-0.6149717270606749,62.00033500757367,Extend
180884,4,Extend,>>,748,71.3,371,299,541,37.91935580792723,28.780414863802967,66.69977067173019,-0.6002776708271496,61.91151200168642,Extend
180900,5,Extend,>>,-499,-38.51,375,299,540,37.91935580792723,28.780414863802967,66.69977067173019,-0.6149717270606749,62.00033500757367,Extend
180916,6,Extend,>>,285,32.62,371,297,539,37.83366159027086,28.87168158072185,66.7053431709927,-0.6296800108010157,62.08772912992634,Extend
180997,4,Extend,>>,703,67.34,375,299,539,37.84039013035773,28.92526837024782,66.76565850060555,-0.6296800108010157,62.08772912992634,Extend
181012,5,Extend,>>,-543,-42.29,374,298,540,37.78249165779764,28.982919926458536,66.76541158425619,-0.6149717270606749,62.00033500757367,Extend
181027,6,Extend,>>,237,28.57,372,296,537,37.78249165779764,28.982919926458536,66.76541158425619,-0.6591392608021462,62.258213126842605,Extend
181108,4,Extend,>>,658,63.38,375,299,536,37.86318077655067,28.88668094027814,66.7498617168288,-0.6738902270629352,62.34129419217737,Extend
181123,5,Extend,>>,-587,-46.07,374,299,536,37.83947947456348,28.859546260419428,66.69902573498291,-0.6738902270629352,62.34129419217737,Extend
181138,6,Extend,>>,189,24.62,371,298,534,37.83947947456348,28.859546260419428,66.69902573498291,-0.7034348421049605,62.50311240161962,Extend
181219,4,Extend,>>,613,59.52,374,299,530,37.65355969074958,28.912207299866346,66.56576699061593,-0.7626948022708038,62.80924935967253,Extend
181235,5,Extend,>>,-631,-50.02,373,298,529,37.65355969074958,28.912207299866346,66.56576699061593,-0.7775453610793042,62.88211204189324,Extend
181250,6,Extend,>>,141,20.75,371,297,527,37.55262073888109,28.914097626486363,66.46671836536746,-0.8072891612167536,63.02340046703266,Extend
181331,4,Extend,>>,568,55.65,373,298,526,37.61840009099095,28.82812511795602,66.44652520894698,-0.8221824025457019,63.09181731563324,Extend
181347,5,Extend,>>,-675,-53.8,373,296,523,37.59278832743499,28.85744018113858,66.45022850857356,-0.866947491573443,63.28810495030588,Extend
181362,6,Extend,>>,93,16.7,371,297,521,37.59278832743499,28.85744018113858,66.45022850857356,-0.8968620217926841,63.41144964968023,Extend
181443,4,Extend,>>,523,51.87,374,299,519,37.56708119005833,28.886966475803355,66.45404766586168,-0.926833462039188,63.52874163492103,Extend
181458,5,Extend,>>,-719,-57.58,371,299,520,37.56708119005833,28.886966475803355,66.45404766586168,-0.911840628162528,63.47085447056929,Extend
181473,6,Extend,>>,45,12.75,371,299,519,37.56708119005833,28.886966475803355,66.45404766586168,-0.926833462039188,63.52874163492103,Extend
181554,4,Extend,>>,478,47.91,373,297,519,37.59904981737447,28.856254593483754,66.45530441085822,-0.926833462039188,63.52874163492103,Extend
181569,5,Extend,>>,-763,-61.45,372,298,516,37.59904981737447,28.856254593483754,66.45530441085822,-0.9718973287100643,63.6932523342597,Extend
181584,6,Extend,>>,-3,8.53,371,297,511,37.53952967476894,28.841870497150445,66.38140017191938,-1.047288323297844,63.936664422310315,Extend
181665,4,Extend,>>,433,43.87,374,298,511,37.66606639244214,28.770707787642536,66.43677418008468,-1.047288323297844,63.936664422310315,Extend
181680,5,Extend,>>,-807,-65.23,373,298,508,37.72314490673199,28.72725882535763,66.45040373208963,-1.0926936501323028,64.0640498392844,Extend
181695,6,Extend,>>,-51,4.48,371,296,505,37.72314490673199,28.72725882535763,66.45040373208963,-1.1382270245281059,64.17728959596448,Extend
181776,4,Extend,>>,388,39.91,373,299,502,37.782475354147294,28.69939900540852,66.48187435955582,-1.1838884464852524,64.27626114933851,Extend
181791,5,Extend,>>,-851,-69.19,371,297,500,37.76122893380165,28.7930418923636,66.55427082616525,-1.214400531990762,64.33425473424194,Extend
181806,6,Extend,>>,-99,0.62,370,296,498,37.76122893380165,28.7930418923636,66.55427082616525,-1.2449695275235366,64.38581578958579,Extend
181887,4,Extend,>>,343,35.96,372,300,493,37.57925365053242,28.90179223351424,66.48104588404667,-1.321640997724752,64.48633599032783,Extend
181902,5,Extend,>>,-895,-73.05,373,298,491,37.57925365053242,28.90179223351424,66.48104588404667,-1.3524091783529495,64.51509480156444,Extend
181917,6,Extend,>>,-147,-3.43,372,295,484,37.386848980715634,29.040682227975672,66.4275312086913,-1.4605459770163445,64.56355237040403,Extend
181998,4,Extend,>>,298,32.0,373,298,479,37.38902623232618,29.12788778611239,66.51691401843857,-1.5382133726946763,64.54780510920666,Extend
182013,5,Extend,>>,-939,-76.84,372,298,478,37.463301866705606,29.103149081414166,66.56645094811978,-1.5537895343507906,64.53955937400013,Extend
182028,6,Extend,>>,-195,-7.3,372,297,473,37.463301866705606,29.103149081414166,66.56645094811978,-1.631883755233601,64.47259310660105,Extend
182109,4,Extend,>>,253,28.04,372,297,467,37.59532241316106,28.969331248345306,66.56465366150636,-1.7260663280178998,64.33499367428618,Extend
182124,5,Extend,>>,-983,-80.7,373,299,464,37.64227106455114,28.91606617106,66.55833723561113,-1.7733496857520648,64.2424820479005,Extend
182139,6,Extend,>>,-243,-11.43,371,298,460,37.64227106455114,28.91606617106,66.55833723561113,-1.8365933478263747,64.09425728681423,Extend
182220,4,Extend,>>,208,23.91,374,299,455,37.46829182595734,28.900852732634533,66.36914455859187,-1.9159680443226208,63.86857146153055,Extend
182236,5,Extend,>>,-1027,-84.48,371,298,453,37.46829182595734,28.900852732634533,66.36914455859187,-1.947817515468831,63.76560493858992,Extend
182251,6,Extend,>>,-291,-15.56,370,295,445,37.27517289317394,28.933595989171486,66.20876888234542,-2.07578450032631,63.28025899459903,Extend
182332,4,Extend,>>,163,20.04,372,297,440,37.39789906094445,28.777784808901167,66.17568386984561,-2.1562262598337525,62.916437601106594,Extend
182347,5,Extend,>>,-1071,-88.26,372,299,438,37.527322927223565,28.664006290015116,66.19132921723869,-2.1885025561844413,62.757714385029416,Extend
182362,6,Extend,>>,-339,-19.69,370,295,434,37.527322927223565,28.664006290015116,66.19132921723869,-2.2532258789676103,62.41743624930785,Extend
182444,4,Extend,>>,118,16.09,373,298,431,37.870789330241536,28.49628273406311,66.36707206430465,-2.301917759876554,62.14209745843975,Extend
182459,5,Extend,>>,-1115,-92.22,369,298,428,37.870789330241536,28.49628273406311,66.36707206430465,-2.3507376883468423,61.84935864788417,Extend
182474,6,Extend,>>,-387,-23.74,371,296,423,37.870789330241536,28.49628273406311,66.36707206430465,-2.4323887859336404,61.32243690745698,Extend
182555,4,Extend,>>,73,12.13,372,298,417,37.6841945343094,28.492921704151563,66.17711623846097,-2.5308396107627256,60.62498916564188,Extend
182570,5,Extend,>>,-1159,-96.09,371,297,416,37.6841945343094,28.492921704151563,66.17711623846097,-2.547297877841429,60.50177027869402,Extend
182585,6,Extend,>>,-435,-27.78,371,295,412,37.5787231759726,28.541050941561103,66.1197741175337,-2.613273221224402,59.98877836231349,Extend
182666,4,Extend,>>,28,8.26,373,298,408,37.38661510827201,28.77512551392498,66.16174062219699,-2.6794762047164298,59.443363358959104,Extend
182681,5,Extend,>>,-1203,-99.96,372,299,407,37.30319928605585,28.88906841203188,66.19226769808773,-2.6960625193564765,59.30190640581723,Extend
182696,6,Extend,>>,-483,-31.91,371,295,403,37.30319928605585,28.88906841203188,66.19226769808773,-2.7625500529848237,58.715516989371665,Extend
182776,4,Extend,>>,-17,4.4,370,297,398,37.32110451373832,28.961733935941943,66.28283844968027,-2.8459795889236164,57.935893506629746,Extend
182791,5,Extend,>>,-1247,-103.74,371,296,395,37.34960762822242,28.981575883821566,66.33118351204399,-2.896208040568683,57.44300705390866,Extend
182805,6,Extend,>>,-531,-35.96,371,295,390,37.34960762822242,28.981575883821566,66.33118351204399,-2.9802066767801145,56.57924178706902,Extend
182887,4,Extend,>>,-62,0.35,374,298,387,37.50803836566703,28.963556120557943,66.47159448622497,-3.030776588588764,56.03538887946018,Extend
182901,5,Extend,>>,-1291,-107.43,372,298,389,37.50803836566703,28.963556120557943,66.47159448622497,-2.997049086542848,56.40010036324822,Extend
182916,6,Extend,>>,-579,-40.09,369,293,383,37.54202796853953,29.001683482812897,66.54371145135242,-3.0984023227623876,55.280110079995886,Extend
182996,4,Extend,>>,-107,-3.52,372,296,384,37.55623471584771,29.167939846925503,66.72417456277321,-3.0814745479587575,55.472174389739955,Extend
183012,5,Extend,>>,-1335,-111.3,370,296,386,37.537680543443855,29.23169625438064,66.76937679782449,-3.047661680871946,55.84980873392446,Extend
183027,6,Extend,>>,-627,-44.04,368,294,382,37.537680543443855,29.23169625438064,66.76937679782449,-3.115344325072833,55.085874263996324,Extend
183109,4,Extend,>>,-152,-7.56,371,296,383,37.67270113428117,29.0272078962948,66.69990903057597,-3.0984023227623876,55.280110079995886,Extend
183124,5,Extend,>>,-1379,-115.25,370,297,383,37.75538351806618,28.947789991639382,66.70317350970556,-3.0984023227623876,55.280110079995886,Extend
183138,6,Extend,>>,-675,-48.35,368,294,378,37.75538351806618,28.947789991639382,66.70317350970556,-3.1832546093827756,54.28711454995007,Extend
183219,4,Extend,>>,-197,-11.34,371,295,379,37.677467259369614,28.861800940548463,66.53926819991807,-3.1662556970450657,54.4900870953543,Extend
183234,5,Extend,>>,-1423,-119.03,370,295,379,37.677467259369614,28.861800940548463,66.53926819991807,-3.1662556970450657,54.4900870953543,Extend
183250,6,Extend,>>,-723,-52.4,368,292,373,37.61404530291141,28.836195473396018,66.45024077630742,-3.2684625836735623,53.23919681420205,Extend
183331,4,Extend,>>,-242,-15.47,370,295,375,37.46479726862746,28.84125409464496,66.30605136327242,-3.2343367114368,53.66499528134348,Extend
183346,5,Extend,>>,-1467,-122.99,371,294,373,37.42864450384484,28.8304720661756,66.25911657002044,-3.2684625836735623,53.23919681420205,Extend
183361,6,Extend,>>,-771,-56.44,368,292,369,37.42864450384484,28.8304720661756,66.25911657002044,-3.336885058228879,52.36089066577686,Extend
183442,4,Extend,>>,-287,-19.34,372,295,371,37.5013925527071,28.78155829644544,66.28295084915254,-3.3026453659375887,52.80450890462835,Extend
183458,5,Extend,>>,-1511,-126.77,370,293,369,37.57452783787591,28.794829909315496,66.3693577471914,-3.336885058228879,52.36089066577686,Extend
183473,6,Extend,>>,-819,-60.57,367,290,366,37.57452783787591,28.794829909315496,66.3693577471914,-3.388351302966934,51.67862933260966,Extend
183554,4,Extend,>>,-332,-23.3,370,295,369,37.48861081367183,28.95014833991771,66.43875915358954,-3.336885058228879,52.36089066577686,Extend
183569,5,Extend,>>,-1555,-130.55,369,291,367,37.48861081367183,28.95014833991771,66.43875915358954,-3.371181660547433,51.908301142730636,Extend
183584,6,Extend,>>,-867,-64.44,368,289,364,37.34614940549652,29.00148871603753,66.34763812153405,-3.4227332703263835,51.21250594389575,Extend
183666,4,Extend,>>,-377,-27.25,370,293,365,37.13529784697631,29.01042464149975,66.14572248847605,-3.405535172893251,51.44669931250127,Extend
183681,5,Extend,>>,-1599,-134.33,370,292,365,37.12446565207139,28.9788693185708,66.1033349706422,-3.405535172893251,51.44669931250127,Extend
183696,6,Extend,>>,-915,-68.66,369,290,363,37.12446565207139,28.9788693185708,66.1033349706422,-3.4399455952663325,50.97604408402891,Extend
183777,4,Extend,>>,-422,-31.03,370,292,363,37.292859443753365,28.91869138539157,66.21155082914493,-3.4399455952663325,50.97604408402891,Extend
183792,5,Extend,>>,-1643,-138.2,369,290,360,37.292859443753365,28.91869138539157,66.21155082914493,-3.4916679351270745,50.25299606540176,Extend
183808,6,Extend,>>,-963,-72.88,366,289,361,37.292859443753365,28.91869138539157,66.21155082914493,-3.474412927666678,50.49629429818226,Extend
183888,4,Extend,>>,-467,-34.9,370,289,361,37.47673110640363,28.94959422561812,66.42632533202175,-3.474412927666678,50.49629429818226,Extend
183903,5,Extend,>>,-1687,-141.89,368,288,362,37.47673110640363,28.94959422561812,66.42632533202175,-3.457172147713097,50.737308585882126,Extend
183918,6,Extend,>>,-1011,-77.1,366,286,360,37.45366711109679,28.96713153482148,66.42079864591827,-3.4916679351270745,50.25299606540176,Extend
183999,4,Extend,>>,-512,-38.95,371,287,362,37.62205488555634,28.846973766676065,66.4690286522324,-3.457172147713097,50.737308585882126,Extend
184014,5,Extend,>>,-1731,-145.76,369,285,360,37.68640351321386,28.769831079766718,66.45623459298058,-3.4916679351270745,50.25299606540176,Extend
184029,6,Extend,>>,-1059,-81.14,366,281,359,37.68640351321386,28.769831079766718,66.45623459298058,-3.5089371700942875,50.007408727758566,Extend
184111,4,Extend,>>,-557,-42.9,368,281,361,37.3797652409931,28.83699200147101,66.21675724246411,-3.474412927666678,50.49629429818226,Extend
184126,5,Extend,>>,-1775,-149.54,370,282,360,37.3797652409931,28.83699200147101,66.21675724246411,-3.4916679351270745,50.25299606540176,Extend
184141,6,Extend,>>,-1107,-85.19,365,280,361,37.3797652409931,28.83699200147101,66.21675724246411,-3.474412927666678,50.49629429818226,Extend
184222,4,Extend,>>,-602,-46.68,365,280,362,37.25955965870294,28.861875884973205,66.12143554367614,-3.457172147713097,50.737308585882126,Extend
184237,5,Extend,>>,-1819,-153.49,366,280,364,37.25955965870294,28.861875884973205,66.12143554367614,-3.4227332703263835,51.21250594389575,Extend
184253,6,Extend,>>,-1155,-89.14,365,278,359,37.282223132449445,28.815449507329397,66.09767263977884,-3.5089371700942875,50.007408727758566,Extend
184334,4,Extend,>>,-647,-50.64,365,277,361,37.310855337915,28.63913191289695,65.94998725081194,-3.474412927666678,50.49629429818226,Extend
184349,5,Extend,>>,-1863,-157.27,367,279,364,37.26821348746367,28.54716423310419,65.81537772056785,-3.4227332703263835,51.21250594389575,Extend
184364,6,Extend,>>,-1203,-92.84,365,275,358,37.26821348746367,28.54716423310419,65.81537772056785,-3.526220632568316,49.75952712121618,Extend
184445,4,Extend,>>,-692,-54.51,367,277,361,37.085450344351045,28.533460601301528,65.61891094565257,-3.474412927666678,50.49629429818226,Extend
