Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2,∠ABD_smooth
154513,5,Extend,>>,-1643,-137.05,345,294,382,1.7186293640804517
154528,6,Extend,>>,-1006,-76.75,343,290,380,2.266814787737366
154608,4,Extend,>>,-474,-31.47,340,290,378,3.2135573035372023
154623,5,Extend,>>,-1687,-140.75,336,289,378,3.6336073202182186
154639,6,Extend,>>,-1054,-80.88,333,288,375,3.6336073202182186
154720,4,Extend,>>,-519,-35.25,329,289,378,4.504594066378193
154735,5,Extend,>>,-1731,-144.62,324,287,378,4.504594066378193
154750,6,Extend,>>,-1102,-84.92,322,286,372,4.504594066378193
154831,4,Extend,>>,-564,-39.3,314,286,375,5.153537009358583
154846,5,Extend,>>,-1775,-148.31,313,288,374,5.153537009358583
154861,6,Extend,>>,-1150,-89.14,309,286,371,5.380390181238502
154942,4,Extend,>>,-609,-43.25,309,287,374,5.947436486344667
154957,5,Extend,>>,-1819,-152.0,308,287,371,6.16195241254378
154972,6,Extend,>>,-1198,-93.27,307,284,371,6.16195241254378
155054,4,Extend,>>,-654,-47.38,307,285,374,6.8821165219464175
155069,5,Extend,>>,-1863,-155.87,304,286,374,6.8821165219464175
155084,6,Extend,>>,-1246,-97.41,303,284,370,7.076165605346664
155165,4,Extend,>>,-699,-51.16,304,286,375,7.3990923976987935
155180,5,Extend,>>,-1907,-159.74,303,286,374,7.3990923976987935
155195,6,Extend,>>,-1294,-101.45,300,280,370,7.588567871636434
155276,4,Extend,>>,-744,-54.86,302,280,373,8.056824726618835
155291,5,Extend,>>,-1951,-163.43,300,278,374,8.34320006431095
155306,6,Extend,>>,-1342,-105.67,300,283,372,8.34320006431095
155387,4,Extend,>>,-789,-58.81,300,281,375,9.863648358168707
155402,5,Extend,>>,-1995,-167.21,298,281,374,9.863648358168707
155417,6,Extend,>>,-1390,-109.63,296,277,371,9.863648358168707
155499,4,Extend,>>,-834,-62.59,298,279,376,11.094179039494582
155514,5,Extend,>>,-2039,-170.9,298,277,373,11.094179039494582
155529,6,Extend,>>,-1438,-113.85,296,275,372,11.278445753298374
155610,4,Extend,>>,-879,-66.64,295,276,375,11.525336515336013
